ENSDARP00000136350.1	ENSDARP00000152373.1
ENSDARP00000134015.1	ENSDARP00000141620.1
ENSDARP00000015333.5	ENSDARP00000150694.1
ENSDARP00000131869.1	ENSDARP00000130508.2
ENSDARP00000108798.2	ENSDARP00000148309.1
ENSDARP00000152143.1	ENSDARP00000157324.1
ENSDARP00000135697.1	ENSDARP00000151841.1
ENSDARP00000152579.1	ENSDARP00000150292.1
ENSDARP00000100739.2	ENSDARP00000155045.1
ENSDARP00000117218.2	ENSDARP00000075817.5
ENSDARP00000050344.4	ENSDARP00000070429.5
ENSDARP00000030003.7	ENSDARP00000109305.2
ENSDARP00000133694.2	ENSDARP00000149792.1
ENSDARP00000098089.2	ENSDARP00000101060.2
ENSDARP00000100758.2	ENSDARP00000150239.1
ENSDARP00000154361.1	ENSDARP00000150756.1
ENSDARP00000098829.2	ENSDARP00000149451.1
ENSDARP00000107000.3	ENSDARP00000138830.2
ENSDARP00000132437.2	ENSDARP00000134773.2
ENSDARP00000151058.1	ENSDARP00000157384.1
ENSDARP00000132304.1	ENSDARP00000149366.1
ENSDARP00000154368.1	ENSDARP00000156134.1
ENSDARP00000147992.1	ENSDARP00000153811.1
ENSDARP00000148840.1	ENSDARP00000148022.1
ENSDARP00000042700.5	ENSDARP00000110833.2
ENSDARP00000071229.6	ENSDARP00000059969.5
ENSDARP00000138814.1	ENSDARP00000147563.1
ENSDARP00000099625.2	ENSDARP00000111458.2
ENSDARP00000009143.8	ENSDARP00000146617.1
ENSDARP00000088242.5	ENSDARP00000150787.1
ENSDARP00000135609.1	ENSDARP00000130833.2
ENSDARP00000073431.2	ENSDARP00000152516.1
ENSDARP00000122835.2	ENSDARP00000150394.1
ENSDARP00000004179.5	ENSDARP00000148384.1
ENSDARP00000100657.4	ENSDARP00000154656.1
ENSDARP00000149559.1	ENSDARP00000152797.1
ENSDARP00000090550.4	ENSDARP00000131947.2
ENSDARP00000097572.2	ENSDARP00000041384.4
ENSDARP00000145184.1	ENSDARP00000153116.1
ENSDARP00000057347.3	ENSDARP00000147048.1
ENSDARP00000068779.2	ENSDARP00000147094.1
ENSDARP00000149393.1	ENSDARP00000152921.1
ENSDARP00000088082.3	ENSDARP00000150620.1
ENSDARP00000087080.4	ENSDARP00000145921.1
ENSDARP00000015105.6	ENSDARP00000152584.1
ENSDARP00000145625.1	ENSDARP00000131916.2
ENSDARP00000151503.1	ENSDARP00000148838.1
ENSDARP00000134433.2	ENSDARP00000056539.5
ENSDARP00000146081.1	ENSDARP00000157133.1
ENSDARP00000074796.3	ENSDARP00000138744.2
ENSDARP00000033497.6	ENSDARP00000146246.1
ENSDARP00000099736.2	ENSDARP00000148799.1
ENSDARP00000099285.3	ENSDARP00000149006.1
ENSDARP00000074783.4	ENSDARP00000146744.1
ENSDARP00000099117.1	ENSDARP00000150842.1
ENSDARP00000114292.2	ENSDARP00000143726.2
ENSDARP00000138761.1	ENSDARP00000148479.1
ENSDARP00000151021.1	ENSDARP00000141070.2
ENSDARP00000027071.5	ENSDARP00000149547.1
ENSDARP00000154115.1	ENSDARP00000156357.1
ENSDARP00000109538.2	ENSDARP00000152310.1
ENSDARP00000105396.2	ENSDARP00000154038.1
ENSDARP00000057368.5	ENSDARP00000151586.1
ENSDARP00000139884.1	ENSDARP00000139273.2
ENSDARP00000097803.1	ENSDARP00000051278.7
ENSDARP00000134362.2	ENSDARP00000139956.2
ENSDARP00000141025.2	ENSDARP00000154802.1
ENSDARP00000061676.5	ENSDARP00000153953.1
ENSDARP00000128136.2	ENSDARP00000068532.5
ENSDARP00000156762.1	ENSDARP00000150903.1
ENSDARP00000062726.6	ENSDARP00000147295.1
ENSDARP00000077473.5	ENSDARP00000154193.1
ENSDARP00000063883.5	ENSDARP00000152234.1
ENSDARP00000146604.1	ENSDARP00000098714.4
ENSDARP00000148277.1	ENSDARP00000155741.1
ENSDARP00000014515.9	ENSDARP00000150313.1
ENSDARP00000138425.1	ENSDARP00000154526.1
ENSDARP00000099785.1	ENSDARP00000099357.2
ENSDARP00000149895.1	ENSDARP00000145768.1
ENSDARP00000080097.6	ENSDARP00000150135.1
ENSDARP00000085557.3	ENSDARP00000156771.1
ENSDARP00000056543.6	ENSDARP00000155188.1
ENSDARP00000141379.1	ENSDARP00000137302.2
ENSDARP00000155839.1	ENSDARP00000156305.1
ENSDARP00000148552.1	ENSDARP00000149255.1
ENSDARP00000146964.1	ENSDARP00000153483.1
ENSDARP00000156483.1	ENSDARP00000155499.1
ENSDARP00000147360.1	ENSDARP00000144844.1
ENSDARP00000152891.1	ENSDARP00000144773.1
ENSDARP00000153893.1	ENSDARP00000149423.1
ENSDARP00000146624.1	ENSDARP00000145103.1
ENSDARP00000156279.1	ENSDARP00000154256.1
ENSDARP00000152405.1	ENSDARP00000153458.1
ENSDARP00000144706.1	ENSDARP00000152987.1
ENSDARP00000154275.1	ENSDARP00000145920.1
ENSDARP00000154690.1	ENSDARP00000151090.1
ENSDARP00000154855.1	ENSDARP00000151591.1
ENSDARP00000155223.1	ENSDARP00000152467.1
ENSDARP00000148787.1	ENSDARP00000145746.1
ENSDARP00000156129.1	ENSDARP00000153301.1
ENSDARP00000148052.1	ENSDARP00000152544.1
ENSDARP00000145781.1	ENSDARP00000152051.1
ENSDARP00000153882.1	ENSDARP00000155772.1
ENSDARP00000150037.1	ENSDARP00000148536.1
ENSDARP00000150054.1	ENSDARP00000154728.1
ENSDARP00000153705.1	ENSDARP00000148228.1
ENSDARP00000142151.2	ENSDARP00000022597.9
ENSDARP00000152623.1	ENSDARP00000147528.1
ENSDARP00000151778.1	ENSDARP00000153158.1
ENSDARP00000145031.1	ENSDARP00000152727.1
ENSDARP00000121355.3	ENSDARP00000135144.2
ENSDARP00000145425.1	ENSDARP00000151356.1
ENSDARP00000155901.1	ENSDARP00000148803.1
ENSDARP00000155773.1	ENSDARP00000151693.1
ENSDARP00000153269.1	ENSDARP00000149243.1
ENSDARP00000152786.1	ENSDARP00000148716.1
ENSDARP00000136360.2	ENSDARP00000130892.2
ENSDARP00000157305.1	ENSDARP00000155914.1
ENSDARP00000155313.1	ENSDARP00000153328.1
ENSDARP00000152785.1	ENSDARP00000136691.2
ENSDARP00000154111.1	ENSDARP00000155627.1
ENSDARP00000146017.1	ENSDARP00000144714.1
ENSDARP00000154065.1	ENSDARP00000147855.1
ENSDARP00000149930.1	ENSDARP00000152062.1
ENSDARP00000154625.1	ENSDARP00000152385.1
ENSDARP00000146799.1	ENSDARP00000153795.1
ENSDARP00000155709.1	ENSDARP00000149741.1
ENSDARP00000146572.1	ENSDARP00000152556.1
ENSDARP00000153605.1	ENSDARP00000156335.1
ENSDARP00000149351.1	ENSDARP00000152714.1
ENSDARP00000151271.1	ENSDARP00000152253.1
ENSDARP00000102005.3	ENSDARP00000154099.1
ENSDARP00000156890.1	ENSDARP00000145756.1
ENSDARP00000151121.1	ENSDARP00000155253.1
ENSDARP00000150803.1	ENSDARP00000156363.1
ENSDARP00000153560.1	ENSDARP00000146715.1
ENSDARP00000156749.1	ENSDARP00000152838.1
ENSDARP00000146859.1	ENSDARP00000150572.1
ENSDARP00000133864.1	ENSDARP00000133908.1
ENSDARP00000138570.1	ENSDARP00000132702.1
ENSDARP00000136632.1	ENSDARP00000131901.1
ENSDARP00000140993.1	ENSDARP00000136483.1
ENSDARP00000133285.1	ENSDARP00000133494.1
ENSDARP00000136488.1	ENSDARP00000136840.1
